id;question;predicate;subject
08992;where was albert belle born?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Albert_Belle
32590;where in new york was sigourney weaver born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Sigourney_Weaver
38928;Which record label is aerodrom signed to;http://dbpedia.org/ontology/recordLabel;http://dbpedia.org/resource/Aerodrom_(band)
42615;what genre is the album ella sings gershwin?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Ella_Sings_Gershwin
70721;who produced the film new mexico;http://dbpedia.org/ontology/producer;http://dbpedia.org/resource/New_Mexico_(film)
71882;what state was johnny country mathis born in;http://dbpedia.org/ontology/birthPlace;"http://dbpedia.org/resource/Johnny_""Country""_Mathis"
24476;what country capital was  william j. howell born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/William_J._Howell
17017;who was the writer for the story of king richard and the crusaders;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/King_Richard_and_the_Crusaders
04469;who is the screenwriter of the film life begins at forty?;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Life_Begins_at_Forty_(1935_film)
08247;What genre are the winter carols;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Winter_Carols
12263;which city is the cryin shames from;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/The_Cryin'_Shames
68369;where did robert enrico die;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Robert_Enrico
24444;Who wrote the film in old chicago;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/In_Old_Chicago
55458;fabric 14: stacey pullen is what type of music;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Fabric_14
40532;what genre of music is ola i tipota;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Ola_I_Tipota
22891;what type of music is tono rosario;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Toño_Rosario
60675;what kind of music is sheena easton?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Take_My_Time
05578;who directed the film throw momma from the train;http://dbpedia.org/ontology/director;http://dbpedia.org/resource/Throw_Momma_from_the_Train
59242;Which position in football does norman holmes play;http://dbpedia.org/ontology/position;http://dbpedia.org/resource/Norman_Holmes
46477;What time zone is magnolia township included in;http://dbpedia.org/ontology/timeZone;http://dbpedia.org/resource/Magnolia_Township,_Putnam_County,_Illinois
34721;what genre best classifies batman: chaos in gotham;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Batman:_Chaos_in_Gotham
12647;what types of music is sub rosa;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Sub_Rosa_(album)
57378;what capital of mongolia did jambyn batmonkh die in;http://dbpedia.org/ontology/deathPlace;http://dbpedia.org/resource/Jambyn_Batmönkh
17099;what type of rock is the album wash the sins not only the face considered;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Wash_the_Sins_Not_Only_the_Face
26861;what nationality is brian boyle;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Brian_Boyle
47146;Where is supertramp from;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/Supertramp
56026;What genre of music is ready classified as;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Ready_(Trey_Songz_album)
05241;Where was steve rowland born;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Steve_Rowland_(record_producer)
17049;where is the peechees from;http://dbpedia.org/ontology/hometown;http://dbpedia.org/resource/The_PeeChees
38118;What genre is the artist Sleater-Kinney?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Sleater-Kinney
31877;which county is stony brook state park located in?;http://dbpedia.org/ontology/location;http://dbpedia.org/resource/Stony_Brook_State_Park
32056;What genre of music is the album ella in london?;http://dbpedia.org/ontology/genre;http://dbpedia.org/resource/Ella_in_London
07256;who produced when time ran out;http://dbpedia.org/ontology/producer;http://dbpedia.org/resource/When_Time_Ran_Out
17784;who wrote have a little faith?;http://dbpedia.org/ontology/author;http://dbpedia.org/resource/Have_a_Little_Faith_(book)
70502;who wrote the lyrics to rocky raccoon;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Rocky_Raccoon
47585;Who is the lyricist from the composition falling in love with love;http://dbpedia.org/ontology/writer;http://dbpedia.org/resource/Falling_in_Love_with_Love
15636;what is the nationality of francisco alarcon?;http://dbpedia.org/ontology/birthPlace;http://dbpedia.org/resource/Francisco_Alarcón_(footballer)
